timestamps,0,1,2
2017-05-14,0.5251108713891885,0.3767230013184706,0.09816612729234088
2017-05-21,0.5055600885884136,0.3873178692155263,0.10712204219606014
2017-05-28,0.5321021288907105,0.37420739204860526,0.09369047906068423
2017-06-04,0.28009690134676446,0.20699660571553707,0.5129064929376984
2017-06-11,0.492282019190655,0.40575228839971533,0.10196569240962969
2017-06-18,0.5127788377735378,0.38270558028879,0.10451558193767226
2017-06-25,0.5064154994376853,0.3934924854309375,0.10009201513137717
2017-07-02,0.49919316563834837,0.4,0.10080683436165164
2017-07-09,0.520786574168537,0.3728575800856968,0.10635584574576618
2017-07-16,0.5126933177706449,0.39038031319910516,0.09692636903024998
2017-07-23,0.5022036926742108,0.4074329958308517,0.09036331149493747
2017-07-30,0.5052593965652009,0.40880362686200505,0.08593697657279407
2017-08-06,0.5186835631063454,0.3897321635798171,0.09158427331383744
2017-08-13,0.5291215786123489,0.3833772847140129,0.08750113667363826
2017-08-20,0.5204370604616038,0.3899089064048709,0.08965403313352527
2017-08-27,0.5178285581719058,0.3892819858485094,0.09288945597958473
2017-09-03,0.5204322593556133,0.39995997598559135,0.07960776465879528
